,State,Year,Quarter,Txn_type,No_of_txn,amount
3282,Sikkim,2022,4,Financial Services,2049,2701971.788609252
3283,Sikkim,2022,4,Others,3448,3025622.2320622765
3284,Sikkim,2023,1,Peer-to-peer payments,1779090,5451626602.0
3285,Sikkim,2023,1,Merchant payments,1067585,1091745064.0
3286,Sikkim,2023,1,Recharge & bill payments,543957,213517668.0
3287,Sikkim,2023,1,Financial Services,2603,2801184.0
3288,Sikkim,2023,1,Others,2893,2877504.0
3289,Sikkim,2023,2,Peer-to-peer payments,2196285,6799375282.0
3290,Sikkim,2023,2,Merchant payments,1616549,1523202088.0
3291,Sikkim,2023,2,Recharge & bill payments,594826,251468530.0
3292,Sikkim,2023,2,Financial Services,2790,3457083.0
3293,Sikkim,2023,2,Others,2517,2847453.0
3294,Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533
3295,Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688
3296,Tamil Nadu,2018,1,Merchant payments,326510,272002057.1736871
3297,Tamil Nadu,2018,1,Financial Services,115363,31876073.74792233
3298,Tamil Nadu,2018,1,Others,305588,280132294.11422664
3299,Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051775
3300,Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562
3301,Tamil Nadu,2018,2,Merchant payments,627918,517130320.4660308
3302,Tamil Nadu,2018,2,Financial Services,167035,65402385.25640666
3303,Tamil Nadu,2018,2,Others,298736,285794226.64323723
3304,Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968
3305,Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038
3306,Tamil Nadu,2018,3,Merchant payments,1290978,733189649.5729834
3307,Tamil Nadu,2018,3,Financial Services,191732,37049222.36590697
3308,Tamil Nadu,2018,3,Others,332121,245838753.995272
3309,Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276
3310,Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385
3311,Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.432857
3312,Tamil Nadu,2018,4,Financial Services,228398,46571758.68242933
3313,Tamil Nadu,2018,4,Others,451114,312185737.38152075
3314,Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436
3315,Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007
3316,Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.9900146
3317,Tamil Nadu,2019,1,Financial Services,193261,31217137.545322973
3318,Tamil Nadu,2019,1,Others,377347,256742393.28426796
3319,Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06981
3320,Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033639.8500404
3321,Tamil Nadu,2019,2,Merchant payments,6296995,2690331792.5060787
3322,Tamil Nadu,2019,2,Financial Services,70142,18334602.389631532
3323,Tamil Nadu,2019,2,Others,437125,294847441.9421142
3324,Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966
3325,Tamil Nadu,2019,3,Merchant payments,10344027,4079315732.661683
3326,Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354.4161515
3327,Tamil Nadu,2019,3,Financial Services,88261,27213741.831077334
3328,Tamil Nadu,2019,3,Others,453581,273599406.1898495
3329,Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563
3330,Tamil Nadu,2019,4,Merchant payments,16153034,6420193204.780616
3331,Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926
3332,Tamil Nadu,2019,4,Financial Services,60624,24332240.65556671
3333,Tamil Nadu,2019,4,Others,410980,206859328.2685905
3334,Tamil Nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28436
3335,Tamil Nadu,2020,1,Merchant payments,21541556,8950736938.223478
3336,Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239429.7322235
3337,Tamil Nadu,2020,1,Financial Services,61427,41422107.813630365
3338,Tamil Nadu,2020,1,Others,335871,176604658.386683
3339,Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332
3340,Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189
3341,Tamil Nadu,2020,2,Merchant payments,11477546,6909361871.628206
3342,Tamil Nadu,2020,2,Financial Services,78584,89189349.84916353
3343,Tamil Nadu,2020,2,Others,138405,65529451.74366937
3344,Tamil Nadu,2020,3,Peer-to-peer payments,31754077,123561080533.04672
3345,Tamil Nadu,2020,3,Merchant payments,20664887,12554589575.504852
3346,Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668
3347,Tamil Nadu,2020,3,Financial Services,129671,158512062.54590106
3348,Tamil Nadu,2020,3,Others,207434,90281020.15995154
3349,Tamil Nadu,2020,4,Peer-to-peer payments,47800741,172196381789.491
3350,Tamil Nadu,2020,4,Merchant payments,41297305,24417758781.65223
3351,Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391
3352,Tamil Nadu,2020,4,Financial Services,153044,186775413.14290395
3353,Tamil Nadu,2020,4,Others,364665,209735503.54521424
3354,Tamil Nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611
3355,Tamil Nadu,2021,1,Merchant payments,53811885,30722779534.582508
3356,Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915388.739548
3357,Tamil Nadu,2021,1,Financial Services,170620,215319360.4840321
3358,Tamil Nadu,2021,1,Others,301617,208899281.88347316
3359,Tamil Nadu,2021,2,Peer-to-peer payments,60812902,216379027686.30246
3360,Tamil Nadu,2021,2,Merchant payments,52048347,33504798112.88382
3361,Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942.255478
3362,Tamil Nadu,2021,2,Financial Services,192614,225113402.6634022
3363,Tamil Nadu,2021,2,Others,351547,223054882.44675264
3364,Tamil Nadu,2021,3,Merchant payments,85074941,52932187058.575195
3365,Tamil Nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346
3366,Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631
3367,Tamil Nadu,2021,3,Financial Services,182097,246146707.2790811
3368,Tamil Nadu,2021,3,Others,515319,294622911.6328684
3369,Tamil Nadu,2021,4,Merchant payments,117578360,70539086832.13815
3370,Tamil Nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23047
3371,Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405
3372,Tamil Nadu,2021,4,Financial Services,228761,275850497.094934
3373,Tamil Nadu,2021,4,Others,691914,400412189.80491126
3374,Tamil Nadu,2022,1,Merchant payments,139788772,81798208975.87326
3375,Tamil Nadu,2022,1,Peer-to-peer payments,119383791,409631710258.4541
3376,Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141.096962
3377,Tamil Nadu,2022,1,Financial Services,241201,298216135.377552
3378,Tamil Nadu,2022,1,Others,579955,355987089.8306444
3379,Tamil Nadu,2022,2,Merchant payments,179245529,100813133534.0309
3380,Tamil Nadu,2022,2,Peer-to-peer payments,136341691,464333108374.5711
3381,Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663683.793488
3382,Tamil Nadu,2022,2,Financial Services,202498,233054908.96978933
3383,Tamil Nadu,2022,2,Others,459948,277767177.03123105
3384,Tamil Nadu,2022,3,Merchant payments,202149276,109801011246.16069
3385,Tamil Nadu,2022,3,Peer-to-peer payments,148805657,493880482824.984
3386,Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703.16715
3387,Tamil Nadu,2022,3,Financial Services,217741,238069828.1652185
3388,Tamil Nadu,2022,3,Others,404438,265434770.79138052
3389,Tamil Nadu,2022,4,Merchant payments,229308285,118847998736.56468
3390,Tamil Nadu,2022,4,Peer-to-peer payments,162920305,526511418812.7734
3391,Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171.386997
3392,Tamil Nadu,2022,4,Financial Services,295740,334812023.56560165
3393,Tamil Nadu,2022,4,Others,400402,275988847.1474179
3394,Tamil Nadu,2023,1,Merchant payments,248540772,124250251559.0
3395,Tamil Nadu,2023,1,Peer-to-peer payments,169269032,554678365256.0
3396,Tamil Nadu,2023,1,Recharge & bill payments,42745926,36069237413.0
3397,Tamil Nadu,2023,1,Financial Services,281287,303893116.0
3398,Tamil Nadu,2023,1,Others,375370,281926174.0
3399,Tamil Nadu,2023,2,Merchant payments,270279446,132952561597.0
3400,Tamil Nadu,2023,2,Peer-to-peer payments,181169979,603065358975.0
3401,Tamil Nadu,2023,2,Recharge & bill payments,46387359,39784453434.0
3402,Tamil Nadu,2023,2,Financial Services,273888,317118374.0
3403,Tamil Nadu,2023,2,Others,318966,243058635.0
3404,Telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189
3405,Telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422
3406,Telangana,2018,1,Merchant payments,351474,282899066.6137372
3407,Telangana,2018,1,Financial Services,262876,57011875.36233704
3408,Telangana,2018,1,Others,391852,388111458.2121352
3409,Telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553
3410,Telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579
3411,Telangana,2018,2,Merchant payments,701082,551696487.3185428
3412,Telangana,2018,2,Financial Services,277805,85498213.25384143
3413,Telangana,2018,2,Others,315162,357356020.669816
3414,Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743
3415,Telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837
3416,Telangana,2018,3,Merchant payments,1770075,855534175.4794186
3417,Telangana,2018,3,Financial Services,307312,52554123.97376218
3418,Telangana,2018,3,Others,365483,300363110.81379545
3419,Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112
3420,Telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865
3421,Telangana,2018,4,Merchant payments,5315161,2356841304.9649296
3422,Telangana,2018,4,Financial Services,392423,64569231.23559249
3423,Telangana,2018,4,Others,521147,380139546.93821603
3424,Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301
3425,Telangana,2019,1,Merchant payments,12341901,4144368545.535969
3426,Telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172
3427,Telangana,2019,1,Financial Services,463688,54547989.275453925
3428,Telangana,2019,1,Others,470752,343989909.8750894
3429,Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147
3430,Telangana,2019,2,Merchant payments,25682382,8442740781.469844
3431,Telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645
3432,Telangana,2019,2,Financial Services,252173,43627344.86329399
3433,Telangana,2019,2,Others,709213,490894328.3915366
3434,Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203
3435,Telangana,2019,3,Merchant payments,44035953,14308557740.55424
3436,Telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364
3437,Telangana,2019,3,Financial Services,183163,39617186.74048498
3438,Telangana,2019,3,Others,857925,445278745.3818412
3439,Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99316
3440,Telangana,2019,4,Merchant payments,59347809,21510626607.08445
3441,Telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655
3442,Telangana,2019,4,Financial Services,137291,33453857.404595934
3443,Telangana,2019,4,Others,703042,294688962.659046
3444,Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554
3445,Telangana,2020,1,Merchant payments,76818285,31076431477.91269
3446,Telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993
3447,Telangana,2020,1,Financial Services,88184,59500639.38684589
3448,Telangana,2020,1,Others,509877,241784101.54604858
3449,Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438
3450,Telangana,2020,2,Merchant payments,44181999,26712043204.891262
3451,Telangana,2020,2,Recharge & bill payments,30885875,15106945863.857046
3452,Telangana,2020,2,Financial Services,116776,134169906.74750492
3453,Telangana,2020,2,Others,187200,100126467.191328
3454,Telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534
3455,Telangana,2020,3,Merchant payments,86836471,49743225885.179474
3456,Telangana,2020,3,Recharge & bill payments,32352860,18378477087.576897
3457,Telangana,2020,3,Financial Services,195857,223377023.50525153
3458,Telangana,2020,3,Others,318539,156875854.55487928
3459,Telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154
3460,Telangana,2020,4,Merchant payments,143897953,81725950703.21272
3461,Telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398
3462,Telangana,2020,4,Financial Services,230134,275357720.01805824
3463,Telangana,2020,4,Others,733503,366346176.40682477
3464,Telangana,2021,1,Merchant payments,185230619,95927278280.53006
3465,Telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419
3466,Telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346
3467,Telangana,2021,1,Financial Services,262473,320153410.17969453
3468,Telangana,2021,1,Others,969268,387877900.5044867
3469,Telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885
3470,Telangana,2021,2,Merchant payments,205232899,123207789311.2962
3471,Telangana,2021,2,Recharge & bill payments,58637866,31877277168.343227
3472,Telangana,2021,2,Financial Services,278546,300569264.1443888
3473,Telangana,2021,2,Others,856400,420723415.91505665
3474,Telangana,2021,3,Merchant payments,286735350,159227310549.39368
3475,Telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405
3476,Telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624
3477,Telangana,2021,3,Financial Services,235519,329138539.4612142
3478,Telangana,2021,3,Others,1734852,543116826.3422191
3479,Telangana,2021,4,Merchant payments,376584215,212974766412.01556
3480,Telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016
3481,Telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789
3482,Telangana,2021,4,Financial Services,298871,392141743.6705663
3483,Telangana,2021,4,Others,855060,639658842.8998816
3484,Telangana,2022,1,Merchant payments,449186799,243841863780.6793
3485,Telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7056
3486,Telangana,2022,1,Recharge & bill payments,66352138,50470450179.88254
3487,Telangana,2022,1,Financial Services,284035,394283511.9410973
3488,Telangana,2022,1,Others,2582005,642005688.7661512
3489,Telangana,2022,2,Merchant payments,565370506,307468406704.909
3490,Telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835
3491,Telangana,2022,2,Recharge & bill payments,75099130,63136761649.3931
3492,Telangana,2022,2,Financial Services,245023,324857780.5553103
3493,Telangana,2022,2,Others,611316,470432687.3850265
3494,Telangana,2022,3,Merchant payments,880414292,447150646953.73706
3495,Telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
3496,Telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194
3497,Telangana,2022,3,Financial Services,340458,442783619.09123904
3498,Telangana,2022,3,Others,800064,621900924.4423015
3499,Telangana,2022,4,Merchant payments,1002521735,491556008133.53546
3500,Telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.8516
3501,Telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021
3502,Telangana,2022,4,Financial Services,401838,498719426.0054372
3503,Telangana,2022,4,Others,782297,680680558.3343163
3504,Telangana,2023,1,Merchant payments,830385203,369961744486.0
3505,Telangana,2023,1,Peer-to-peer payments,522865792,1898813645344.0
3506,Telangana,2023,1,Recharge & bill payments,86187673,102787343319.0
3507,Telangana,2023,1,Financial Services,326874,458821191.0
3508,Telangana,2023,1,Others,565916,560179944.0
3509,Telangana,2023,2,Merchant payments,977182965,429169888297.0
3510,Telangana,2023,2,Peer-to-peer payments,593322476,2155918289810.0
3511,Telangana,2023,2,Recharge & bill payments,94107914,112036624317.0
3512,Telangana,2023,2,Financial Services,354045,517795343.0
3513,Telangana,2023,2,Others,463571,507337241.0
3514,Tripura,2018,1,Recharge & bill payments,86819,14079439.569905948
3515,Tripura,2018,1,Peer-to-peer payments,44844,112229994.97675678
3516,Tripura,2018,1,Financial Services,4842,672247.5881710155
3517,Tripura,2018,1,Merchant payments,4833,6080959.882836086
3518,Tripura,2018,1,Others,6819,4916272.512952799
3519,Tripura,2018,2,Recharge & bill payments,118171,22554398.15273035
3520,Tripura,2018,2,Peer-to-peer payments,73821,197666881.8729688
3521,Tripura,2018,2,Merchant payments,9621,10570951.151568789
3522,Tripura,2018,2,Financial Services,6925,1264101.904810368
3523,Tripura,2018,2,Others,6021,4835385.634057636
3524,Tripura,2018,3,Peer-to-peer payments,186065,398867427.32463384
3525,Tripura,2018,3,Recharge & bill payments,156308,33484811.21282282
3526,Tripura,2018,3,Merchant payments,21476,16092396.41113394
3527,Tripura,2018,3,Financial Services,8106,1080000.0112896338
3528,Tripura,2018,3,Others,5748,4338753.080712541
3529,Tripura,2018,4,Recharge & bill payments,204720,38334816.66379926
3530,Tripura,2018,4,Peer-to-peer payments,179739,549068822.3729683
3531,Tripura,2018,4,Merchant payments,50888,31066467.633390322
3532,Tripura,2018,4,Financial Services,6441,1023126.8205747404
3533,Tripura,2018,4,Others,6271,5392365.973713988
3534,Tripura,2019,1,Peer-to-peer payments,296993,679165332.8123899
3535,Tripura,2019,1,Recharge & bill payments,227997,44429378.42277926
3536,Tripura,2019,1,Merchant payments,46642,28109966.31994779
3537,Tripura,2019,1,Financial Services,4189,461473.58856435167
3538,Tripura,2019,1,Others,5105,4728790.472138839
3539,Tripura,2019,2,Peer-to-peer payments,240776,751113516.2256755
3540,Tripura,2019,2,Recharge & bill payments,218649,48989430.60730426
3541,Tripura,2019,2,Merchant payments,64829,35275706.82877502
3542,Tripura,2019,2,Financial Services,1899,339184.3344705297
3543,Tripura,2019,2,Others,6405,6103644.851151889
3544,Tripura,2019,3,Recharge & bill payments,339539,81845425.35425141
3545,Tripura,2019,3,Peer-to-peer payments,270163,884623553.9011384
3546,Tripura,2019,3,Merchant payments,68399,44802063.64430427
3547,Tripura,2019,3,Financial Services,27970,582020.9903208594
3548,Tripura,2019,3,Others,5646,5524358.927209696
3549,Tripura,2019,4,Recharge & bill payments,373779,88001651.28693296
3550,Tripura,2019,4,Peer-to-peer payments,359076,1071507585.9983547
3551,Tripura,2019,4,Merchant payments,62458,51274033.720727704
3552,Tripura,2019,4,Financial Services,2239,377097.66713108413
3553,Tripura,2019,4,Others,4272,4239791.585043055
3554,Tripura,2020,1,Recharge & bill payments,449584,114355218.03514045
3555,Tripura,2020,1,Peer-to-peer payments,366218,1400694933.570157
3556,Tripura,2020,1,Merchant payments,102861,68590603.6377098
3557,Tripura,2020,1,Financial Services,1722,1066651.521721911
3558,Tripura,2020,1,Others,4117,4071399.6237732675
3559,Tripura,2020,2,Recharge & bill payments,600206,163220166.76643574
3560,Tripura,2020,2,Peer-to-peer payments,346863,1501452755.6890237
3561,Tripura,2020,2,Merchant payments,97816,99795973.60794038
3562,Tripura,2020,2,Financial Services,2904,2247782.5219734698
3563,Tripura,2020,2,Others,4731,2459205.000588993
3564,Tripura,2020,3,Recharge & bill payments,627363,185201997.2796099
3565,Tripura,2020,3,Peer-to-peer payments,477769,1959371082.9173033
3566,Tripura,2020,3,Merchant payments,202106,190218136.2808841
3567,Tripura,2020,3,Financial Services,3828,3141391.5755430083
3568,Tripura,2020,3,Others,6819,3886908.1625436572
3569,Tripura,2020,4,Peer-to-peer payments,650386,2683789889.83192
3570,Tripura,2020,4,Recharge & bill payments,631611,192385823.43220186
3571,Tripura,2020,4,Merchant payments,357567,296872485.4156503
3572,Tripura,2020,4,Financial Services,4084,3666639.308697606
3573,Tripura,2020,4,Others,8242,5416158.232838955
3574,Tripura,2021,1,Peer-to-peer payments,643366,2821226150.5919185
3575,Tripura,2021,1,Recharge & bill payments,508718,173211140.89346513
3576,Tripura,2021,1,Merchant payments,350366,333743281.32103896
3577,Tripura,2021,1,Financial Services,3146,2879929.222833151
3578,Tripura,2021,1,Others,5827,4281067.764165951
3579,Tripura,2021,2,Peer-to-peer payments,703728,2865655130.4313264
3580,Tripura,2021,2,Recharge & bill payments,589839,189808502.9050523
3581,Tripura,2021,2,Merchant payments,440060,404915546.5177107
3582,Tripura,2021,2,Financial Services,3656,3503925.3381061675
3583,Tripura,2021,2,Others,7146,4271255.844077852
3584,Tripura,2021,3,Peer-to-peer payments,864329,3491901741.1594186
3585,Tripura,2021,3,Recharge & bill payments,620991,215226019.57596284
3586,Tripura,2021,3,Merchant payments,584079,648504775.623629
3587,Tripura,2021,3,Financial Services,2886,3473153.087671739
3588,Tripura,2021,3,Others,8915,5028078.734792852
3589,Tripura,2021,4,Peer-to-peer payments,1060915,4368786747.103016
3590,Tripura,2021,4,Merchant payments,793636,874005407.7140213
3591,Tripura,2021,4,Recharge & bill payments,650251,241225282.07451886
3592,Tripura,2021,4,Financial Services,3635,5073898.6076811645
3593,Tripura,2021,4,Others,12256,7838128.800210228
3594,Tripura,2022,1,Peer-to-peer payments,1221863,4934712034.365204
3595,Tripura,2022,1,Merchant payments,992891,1037265262.6570499
3596,Tripura,2022,1,Recharge & bill payments,641170,262348230.9954375
3597,Tripura,2022,1,Financial Services,4351,5782533.2422681665
3598,Tripura,2022,1,Others,10915,7221703.089884497
3599,Tripura,2022,2,Peer-to-peer payments,1443647,5354182193.788111
3600,Tripura,2022,2,Merchant payments,1322009,1235804019.563663
3601,Tripura,2022,2,Recharge & bill payments,638643,278018856.17835283
3602,Tripura,2022,2,Financial Services,3812,4533635.768901512
3603,Tripura,2022,2,Others,10553,5732336.736273008
3604,Tripura,2022,3,Peer-to-peer payments,1836678,6718925839.047781
3605,Tripura,2022,3,Merchant payments,1660497,1589078400.2615328
3606,Tripura,2022,3,Recharge & bill payments,745382,329401812.4140819
3607,Tripura,2022,3,Financial Services,4343,5330626.119674753
3608,Tripura,2022,3,Others,9679,5616127.06807068
3609,Tripura,2022,4,Peer-to-peer payments,2252390,8142233538.414012
3610,Tripura,2022,4,Merchant payments,2054988,1925282618.8109846
3611,Tripura,2022,4,Recharge & bill payments,874800,373875271.19878656
3612,Tripura,2022,4,Financial Services,5787,5028488.55453164
3613,Tripura,2022,4,Others,10225,6551901.175783692
3614,Tripura,2023,1,Merchant payments,2991978,2538146159.0
3615,Tripura,2023,1,Peer-to-peer payments,2961284,10170883076.0
3616,Tripura,2023,1,Recharge & bill payments,1146228,565902758.0
3617,Tripura,2023,1,Financial Services,7716,6190362.0
3618,Tripura,2023,1,Others,11481,7160536.0
3619,Tripura,2023,2,Merchant payments,3654027,2936486824.0
3620,Tripura,2023,2,Peer-to-peer payments,3144448,10396364428.0
3621,Tripura,2023,2,Recharge & bill payments,1112236,570797284.0
3622,Tripura,2023,2,Financial Services,8100,8721399.0
3623,Tripura,2023,2,Others,10732,6760147.0
3624,Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816488
3625,Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760597
3626,Uttar Pradesh,2018,1,Merchant payments,442436,428301434.2754866
3627,Uttar Pradesh,2018,1,Financial Services,397328,75150444.99108115
3628,Uttar Pradesh,2018,1,Others,570712,447722351.3138524
3629,Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.482608
3630,Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.945545
3631,Uttar Pradesh,2018,2,Merchant payments,909545,799920463.267408
3632,Uttar Pradesh,2018,2,Financial Services,563213,105536911.84026654
3633,Uttar Pradesh,2018,2,Others,521685,572768843.1641636
3634,Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276
3635,Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899517
3636,Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.1169598
3637,Uttar Pradesh,2018,3,Financial Services,603303,76605144.65776658
3638,Uttar Pradesh,2018,3,Others,544964,493702369.5936288
3639,Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734
3640,Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788
3641,Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.259793
3642,Uttar Pradesh,2018,4,Financial Services,517619,76250539.85851902
3643,Uttar Pradesh,2018,4,Others,847573,663216794.1554663
3644,Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45149
3645,Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.9564486
3646,Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.2085333
3647,Uttar Pradesh,2019,1,Financial Services,389733,43341558.48535549
3648,Uttar Pradesh,2019,1,Others,912840,637066065.9078369
3649,Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861
3650,Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685
3651,Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.452321
3652,Uttar Pradesh,2019,2,Financial Services,264091,38169259.945291094
3653,Uttar Pradesh,2019,2,Others,1229734,775758168.4201038
3654,Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97964
3655,Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595396
3656,Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24218
3657,Uttar Pradesh,2019,3,Financial Services,258548,51363215.14597865
3658,Uttar Pradesh,2019,3,Others,1389018,683145478.0865316
3659,Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326
3660,Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977
3661,Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.9687
3662,Uttar Pradesh,2019,4,Financial Services,242936,45686806.83093811
3663,Uttar Pradesh,2019,4,Others,1239931,433285937.588854
3664,Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177
3665,Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225
3666,Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.871723
3667,Uttar Pradesh,2020,1,Financial Services,139990,64365117.409359045
3668,Uttar Pradesh,2020,1,Others,998744,376573949.20359
3669,Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128
3670,Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693
3671,Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.574724
3672,Uttar Pradesh,2020,2,Financial Services,150360,131930242.90371712
3673,Uttar Pradesh,2020,2,Others,412073,209384339.5723213
3674,Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047
3675,Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413
3676,Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.836243
3677,Uttar Pradesh,2020,3,Financial Services,206210,194129227.54374278
3678,Uttar Pradesh,2020,3,Others,586033,303114557.0989778
3679,Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337
3680,Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.670944
3681,Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925
3682,Uttar Pradesh,2020,4,Financial Services,246868,255803306.13741985
3683,Uttar Pradesh,2020,4,Others,994576,539071475.9342327
3684,Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789
3685,Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.43686
3686,Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217
3687,Uttar Pradesh,2021,1,Financial Services,250656,266104783.7449573
3688,Uttar Pradesh,2021,1,Others,853707,486435811.3771204
3689,Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563
3690,Uttar Pradesh,2021,2,Merchant payments,84860582,70351401159.78787
3691,Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408
3692,Uttar Pradesh,2021,2,Financial Services,270944,266853066.82962543
3693,Uttar Pradesh,2021,2,Others,858953,525487682.5584012
3694,Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084
3695,Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637.02377
