,State,Year,Quarter,Txn_type,No_of_txn,amount
754,Chhattisgarh,2022,3,Others,185994,128469268.59740639
755,Chhattisgarh,2022,4,Merchant payments,97405954,60247141797.94961
756,Chhattisgarh,2022,4,Peer-to-peer payments,63986789,183672880692.7266
757,Chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987.152398
758,Chhattisgarh,2022,4,Financial Services,63695,81169069.23462963
759,Chhattisgarh,2022,4,Others,179891,141385263.4082809
760,Chhattisgarh,2023,1,Merchant payments,115821237,68619935279.0
761,Chhattisgarh,2023,1,Peer-to-peer payments,76752033,221082684005.0
762,Chhattisgarh,2023,1,Recharge & bill payments,21896029,11162940453.0
763,Chhattisgarh,2023,1,Financial Services,72038,65398770.0
764,Chhattisgarh,2023,1,Others,207620,157977952.0
765,Chhattisgarh,2023,2,Merchant payments,138222517,78172761996.0
766,Chhattisgarh,2023,2,Peer-to-peer payments,86887081,243032806463.0
767,Chhattisgarh,2023,2,Recharge & bill payments,24550623,11714283831.0
768,Chhattisgarh,2023,2,Financial Services,77813,90235297.0
769,Chhattisgarh,2023,2,Others,193602,146759167.0
770,Dadra and Nagar Haveli and Daman and Diu,2018,1,Recharge & bill payments,95544,17526369.5804541
771,Dadra and Nagar Haveli and Daman and Diu,2018,1,Peer-to-peer payments,44599,151966933.24607396
772,Dadra and Nagar Haveli and Daman and Diu,2018,1,Merchant payments,1531,1580762.779739072
773,Dadra and Nagar Haveli and Daman and Diu,2018,1,Financial Services,1364,353171.5523814913
774,Dadra and Nagar Haveli and Daman and Diu,2018,1,Others,5511,4231146.95056825
775,Dadra and Nagar Haveli and Daman and Diu,2018,2,Recharge & bill payments,122834,30595592.007682398
776,Dadra and Nagar Haveli and Daman and Diu,2018,2,Peer-to-peer payments,69215,261995613.05482048
777,Dadra and Nagar Haveli and Daman and Diu,2018,2,Merchant payments,3544,4685536.036433555
778,Dadra and Nagar Haveli and Daman and Diu,2018,2,Financial Services,2996,383806.08546730166
779,Dadra and Nagar Haveli and Daman and Diu,2018,2,Others,4037,4410224.471747881
780,Dadra and Nagar Haveli and Daman and Diu,2018,3,Recharge & bill payments,157113,39790820.29359456
781,Dadra and Nagar Haveli and Daman and Diu,2018,3,Peer-to-peer payments,119346,396698085.4104552
782,Dadra and Nagar Haveli and Daman and Diu,2018,3,Merchant payments,7465,5693604.7441260815
783,Dadra and Nagar Haveli and Daman and Diu,2018,3,Financial Services,1477,297647.89589848556
784,Dadra and Nagar Haveli and Daman and Diu,2018,3,Others,4174,5159437.334100959
785,Dadra and Nagar Haveli and Daman and Diu,2018,4,Peer-to-peer payments,194214,582082154.4115133
786,Dadra and Nagar Haveli and Daman and Diu,2018,4,Recharge & bill payments,185793,49972030.11285484
787,Dadra and Nagar Haveli and Daman and Diu,2018,4,Merchant payments,15739,19577328.03937304
788,Dadra and Nagar Haveli and Daman and Diu,2018,4,Financial Services,2996,371674.6991335743
789,Dadra and Nagar Haveli and Daman and Diu,2018,4,Others,5340,6747429.538011953
790,Dadra and Nagar Haveli and Daman and Diu,2019,1,Peer-to-peer payments,408465,757657638.3173952
791,Dadra and Nagar Haveli and Daman and Diu,2019,1,Recharge & bill payments,225998,62660761.88806932
792,Dadra and Nagar Haveli and Daman and Diu,2019,1,Merchant payments,20694,17043867.88608146
793,Dadra and Nagar Haveli and Daman and Diu,2019,1,Financial Services,1645,221064.6189234741
794,Dadra and Nagar Haveli and Daman and Diu,2019,1,Others,5012,5786443.339431095
795,Dadra and Nagar Haveli and Daman and Diu,2019,2,Peer-to-peer payments,244134,734034142.8087387
796,Dadra and Nagar Haveli and Daman and Diu,2019,2,Recharge & bill payments,198184,63874445.55241879
797,Dadra and Nagar Haveli and Daman and Diu,2019,2,Merchant payments,40781,20816136.241969176
798,Dadra and Nagar Haveli and Daman and Diu,2019,2,Financial Services,748,155149.75618074698
799,Dadra and Nagar Haveli and Daman and Diu,2019,2,Others,5809,5561402.205763446
800,Dadra and Nagar Haveli and Daman and Diu,2019,3,Recharge & bill payments,319142,104597035.07984878
801,Dadra and Nagar Haveli and Daman and Diu,2019,3,Peer-to-peer payments,249944,821178569.0593253
802,Dadra and Nagar Haveli and Daman and Diu,2019,3,Merchant payments,63616,30634658.237494454
803,Dadra and Nagar Haveli and Daman and Diu,2019,3,Financial Services,533,425044.05141368794
804,Dadra and Nagar Haveli and Daman and Diu,2019,3,Others,5516,4636167.420289769
805,Dadra and Nagar Haveli and Daman and Diu,2019,4,Recharge & bill payments,351819,125809568.35055912
806,Dadra and Nagar Haveli and Daman and Diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054
807,Dadra and Nagar Haveli and Daman and Diu,2019,4,Merchant payments,86758,45361559.23824883
808,Dadra and Nagar Haveli and Daman and Diu,2019,4,Financial Services,1019,267762.49056630814
809,Dadra and Nagar Haveli and Daman and Diu,2019,4,Others,4911,3225961.384460643
810,Dadra and Nagar Haveli and Daman and Diu,2020,1,Recharge & bill payments,407577,153340696.30393675
811,Dadra and Nagar Haveli and Daman and Diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136
812,Dadra and Nagar Haveli and Daman and Diu,2020,1,Merchant payments,137040,66713356.798143014
813,Dadra and Nagar Haveli and Daman and Diu,2020,1,Financial Services,668,418783.1260904173
814,Dadra and Nagar Haveli and Daman and Diu,2020,1,Others,4289,2851043.563834071
815,Dadra and Nagar Haveli and Daman and Diu,2020,2,Recharge & bill payments,525974,178877986.7248658
816,Dadra and Nagar Haveli and Daman and Diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523
817,Dadra and Nagar Haveli and Daman and Diu,2020,2,Merchant payments,118801,68938500.71228051
818,Dadra and Nagar Haveli and Daman and Diu,2020,2,Financial Services,1826,993268.2971840606
819,Dadra and Nagar Haveli and Daman and Diu,2020,2,Others,2642,1448254.787275234
820,Dadra and Nagar Haveli and Daman and Diu,2020,3,Recharge & bill payments,455603,201223380.1868608
821,Dadra and Nagar Haveli and Daman and Diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155
822,Dadra and Nagar Haveli and Daman and Diu,2020,3,Merchant payments,257572,143497844.49072367
823,Dadra and Nagar Haveli and Daman and Diu,2020,3,Financial Services,1635,1778864.0123306382
824,Dadra and Nagar Haveli and Daman and Diu,2020,3,Others,3978,2268098.077531771
825,Dadra and Nagar Haveli and Daman and Diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
826,Dadra and Nagar Haveli and Daman and Diu,2020,4,Merchant payments,631443,316510115.80515665
827,Dadra and Nagar Haveli and Daman and Diu,2020,4,Recharge & bill payments,509971,224246669.7783347
828,Dadra and Nagar Haveli and Daman and Diu,2020,4,Financial Services,2453,1683959.5099964456
829,Dadra and Nagar Haveli and Daman and Diu,2020,4,Others,6929,4283833.187441602
830,Dadra and Nagar Haveli and Daman and Diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163
831,Dadra and Nagar Haveli and Daman and Diu,2021,1,Merchant payments,705821,367522132.38063604
832,Dadra and Nagar Haveli and Daman and Diu,2021,1,Recharge & bill payments,442926,213177144.73200977
833,Dadra and Nagar Haveli and Daman and Diu,2021,1,Financial Services,2243,1930008.9716834244
834,Dadra and Nagar Haveli and Daman and Diu,2021,1,Others,5333,3782868.8861592514
835,Dadra and Nagar Haveli and Daman and Diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
836,Dadra and Nagar Haveli and Daman and Diu,2021,2,Merchant payments,802899,430487473.930562
837,Dadra and Nagar Haveli and Daman and Diu,2021,2,Recharge & bill payments,471136,208762964.0120024
838,Dadra and Nagar Haveli and Daman and Diu,2021,2,Financial Services,1826,1763792.6506419359
839,Dadra and Nagar Haveli and Daman and Diu,2021,2,Others,5672,3741204.3977531465
840,Dadra and Nagar Haveli and Daman and Diu,2021,3,Merchant payments,1312241,706774071.9381688
841,Dadra and Nagar Haveli and Daman and Diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
842,Dadra and Nagar Haveli and Daman and Diu,2021,3,Recharge & bill payments,544322,253199754.8745275
843,Dadra and Nagar Haveli and Daman and Diu,2021,3,Financial Services,2065,2252116.636459231
844,Dadra and Nagar Haveli and Daman and Diu,2021,3,Others,8110,4365759.277996017
845,Dadra and Nagar Haveli and Daman and Diu,2021,4,Merchant payments,2013673,1058989463.1650428
846,Dadra and Nagar Haveli and Daman and Diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
847,Dadra and Nagar Haveli and Daman and Diu,2021,4,Recharge & bill payments,551618,294991582.16815025
848,Dadra and Nagar Haveli and Daman and Diu,2021,4,Financial Services,2909,3159306.4175118254
849,Dadra and Nagar Haveli and Daman and Diu,2021,4,Others,11717,6407962.869342193
850,Dadra and Nagar Haveli and Daman and Diu,2022,1,Merchant payments,2507246,1227972829.6970267
851,Dadra and Nagar Haveli and Daman and Diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
852,Dadra and Nagar Haveli and Daman and Diu,2022,1,Recharge & bill payments,538134,326296370.82357025
853,Dadra and Nagar Haveli and Daman and Diu,2022,1,Financial Services,2574,2661345.5534556974
854,Dadra and Nagar Haveli and Daman and Diu,2022,1,Others,9395,5330803.646676767
855,Dadra and Nagar Haveli and Daman and Diu,2022,2,Merchant payments,3346697,1536859131.3374817
856,Dadra and Nagar Haveli and Daman and Diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
857,Dadra and Nagar Haveli and Daman and Diu,2022,2,Recharge & bill payments,539562,372921225.4254243
858,Dadra and Nagar Haveli and Daman and Diu,2022,2,Financial Services,1849,2131607.7226029015
859,Dadra and Nagar Haveli and Daman and Diu,2022,2,Others,9864,4415675.718757721
860,Dadra and Nagar Haveli and Daman and Diu,2022,3,Merchant payments,3777156,1705567002.0586467
861,Dadra and Nagar Haveli and Daman and Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
862,Dadra and Nagar Haveli and Daman and Diu,2022,3,Recharge & bill payments,592431,425206924.5270094
863,Dadra and Nagar Haveli and Daman and Diu,2022,3,Financial Services,2237,3194409.939898855
864,Dadra and Nagar Haveli and Daman and Diu,2022,3,Others,7056,3729425.46329771
865,Dadra and Nagar Haveli and Daman and Diu,2022,4,Merchant payments,4415771,1889046056.1988354
866,Dadra and Nagar Haveli and Daman and Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
867,Dadra and Nagar Haveli and Daman and Diu,2022,4,Recharge & bill payments,548795,426040023.1105018
868,Dadra and Nagar Haveli and Daman and Diu,2022,4,Financial Services,2495,3169199.262533775
869,Dadra and Nagar Haveli and Daman and Diu,2022,4,Others,7472,3846409.1057498828
870,Dadra and Nagar Haveli and Daman and Diu,2023,1,Merchant payments,7184933,2778820380.0
871,Dadra and Nagar Haveli and Daman and Diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
872,Dadra and Nagar Haveli and Daman and Diu,2023,1,Recharge & bill payments,979503,746971431.0
873,Dadra and Nagar Haveli and Daman and Diu,2023,1,Financial Services,3546,2855684.0
874,Dadra and Nagar Haveli and Daman and Diu,2023,1,Others,12173,5789879.0
875,Dadra and Nagar Haveli and Daman and Diu,2023,2,Merchant payments,8331573,3135694669.0
876,Dadra and Nagar Haveli and Daman and Diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
877,Dadra and Nagar Haveli and Daman and Diu,2023,2,Recharge & bill payments,1046280,800283519.0
878,Dadra and Nagar Haveli and Daman and Diu,2023,2,Financial Services,3985,4431276.0
879,Dadra and Nagar Haveli and Daman and Diu,2023,2,Others,12287,5595163.0
880,Delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
881,Delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
882,Delhi,2018,1,Merchant payments,339809,375393115.19131327
883,Delhi,2018,1,Financial Services,136240,45588429.271575734
884,Delhi,2018,1,Others,318588,344277514.7923026
885,Delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
886,Delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
887,Delhi,2018,2,Merchant payments,837001,631597790.6002588
888,Delhi,2018,2,Financial Services,205991,66584728.19594695
889,Delhi,2018,2,Others,276278,321754664.4984691
890,Delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
891,Delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
892,Delhi,2018,3,Merchant payments,3808395,1048422633.7093576
893,Delhi,2018,3,Financial Services,274526,45051151.35143036
894,Delhi,2018,3,Others,601339,350405916.1523186
895,Delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
896,Delhi,2018,4,Merchant payments,9958967,2738429838.939273
897,Delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
898,Delhi,2018,4,Financial Services,265004,58162003.43614492
899,Delhi,2018,4,Others,1506866,575852739.0031943
900,Delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
901,Delhi,2019,1,Merchant payments,13875931,3996618719.7994804
902,Delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
903,Delhi,2019,1,Financial Services,223095,30997039.697555833
904,Delhi,2019,1,Others,1947036,670171769.6522964
905,Delhi,2019,2,Merchant payments,20891431,6816878922.844399
906,Delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
907,Delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
908,Delhi,2019,2,Financial Services,137774,33985068.68378611
909,Delhi,2019,2,Others,2702543,866678928.4439986
910,Delhi,2019,3,Merchant payments,29453368,9857221391.940361
911,Delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
912,Delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
913,Delhi,2019,3,Financial Services,92061,27952186.986432005
914,Delhi,2019,3,Others,3657065,1000670778.3478061
915,Delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
916,Delhi,2019,4,Merchant payments,32537378,12864577363.070576
917,Delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
918,Delhi,2019,4,Financial Services,57063,21512527.973989226
919,Delhi,2019,4,Others,3500565,779367300.4732571
920,Delhi,2020,1,Merchant payments,33951545,14470782771.054684
921,Delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
922,Delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
923,Delhi,2020,1,Financial Services,46529,39908838.24852887
924,Delhi,2020,1,Others,2515816,619460878.9909673
925,Delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
926,Delhi,2020,2,Merchant payments,24963931,12708327043.868336
927,Delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
928,Delhi,2020,2,Financial Services,64790,75405868.16164647
929,Delhi,2020,2,Others,288854,162694793.15869594
930,Delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
931,Delhi,2020,3,Merchant payments,40973792,21858176583.0589
932,Delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
933,Delhi,2020,3,Financial Services,85689,114341865.2645722
934,Delhi,2020,3,Others,485401,234194502.8442282
935,Delhi,2020,4,Merchant payments,54581166,31106554562.7951
936,Delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
937,Delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
938,Delhi,2020,4,Financial Services,114862,160007919.76894268
939,Delhi,2020,4,Others,1349515,530676173.2537967
940,Delhi,2021,1,Merchant payments,72615587,39861532639.012344
941,Delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
942,Delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
943,Delhi,2021,1,Financial Services,153039,203106852.42387855
944,Delhi,2021,1,Others,1468676,592745151.8683048
945,Delhi,2021,2,Merchant payments,75620295,42933366743.23575
946,Delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
947,Delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
948,Delhi,2021,2,Financial Services,158170,190019761.49741396
949,Delhi,2021,2,Others,854403,472659189.30861247
950,Delhi,2021,3,Merchant payments,115250887,64006915630.53262
951,Delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
952,Delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
953,Delhi,2021,3,Financial Services,144460,220660990.22066334
954,Delhi,2021,3,Others,1645353,690472449.1489255
955,Delhi,2021,4,Merchant payments,149204611,88990516304.07437
956,Delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
957,Delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
958,Delhi,2021,4,Financial Services,199280,287950130.24921745
959,Delhi,2021,4,Others,771824,569713470.6592032
960,Delhi,2022,1,Merchant payments,174454937,98212381475.57239
961,Delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
962,Delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
963,Delhi,2022,1,Financial Services,195184,271039329.10874933
964,Delhi,2022,1,Others,1801878,693588769.393249
965,Delhi,2022,2,Merchant payments,233412802,121657706565.01256
966,Delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
967,Delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
968,Delhi,2022,2,Financial Services,160827,209425798.82013166
969,Delhi,2022,2,Others,641727,426563425.65446466
970,Delhi,2022,3,Merchant payments,276635347,134292748569.06271
971,Delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
972,Delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
973,Delhi,2022,3,Financial Services,195218,265479580.4156591
974,Delhi,2022,3,Others,608782,448676465.8346823
975,Delhi,2022,4,Merchant payments,305621913,153114813286.24423
976,Delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
977,Delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
978,Delhi,2022,4,Financial Services,228639,299454652.77800566
979,Delhi,2022,4,Others,606931,477098950.59646183
980,Delhi,2023,1,Merchant payments,246682850,116053064134.0
981,Delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
982,Delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
983,Delhi,2023,1,Financial Services,206979,275072622.0
984,Delhi,2023,1,Others,482829,402484189.0
985,Delhi,2023,2,Merchant payments,300493650,126927948779.0
986,Delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
987,Delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
988,Delhi,2023,2,Financial Services,219538,302441499.0
989,Delhi,2023,2,Others,457429,367938784.0
990,Goa,2018,1,Recharge & bill payments,85991,18273814.162708722
991,Goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
992,Goa,2018,1,Merchant payments,7880,11036031.735657964
993,Goa,2018,1,Financial Services,1191,520105.642400422
994,Goa,2018,1,Others,6184,5851742.732386975
995,Goa,2018,2,Recharge & bill payments,120943,30994284.17044104
996,Goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
997,Goa,2018,2,Merchant payments,12456,20162855.70611957
998,Goa,2018,2,Financial Services,1903,733429.427283199
999,Goa,2018,2,Others,6395,7221023.530667527
1000,Goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1001,Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1002,Goa,2018,3,Merchant payments,21587,26634198.178851012
1003,Goa,2018,3,Financial Services,1867,468171.36483984883
1004,Goa,2018,3,Others,6963,6281208.620754639
1005,Goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1006,Goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1007,Goa,2018,4,Merchant payments,45586,66666113.92145965
1008,Goa,2018,4,Financial Services,2523,723599.2328183289
1009,Goa,2018,4,Others,8098,8880194.430766659
1010,Goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1011,Goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1012,Goa,2019,1,Merchant payments,74527,75946974.41483101
1013,Goa,2019,1,Financial Services,2013,499592.0966860995
1014,Goa,2019,1,Others,8147,9904147.90979165
1015,Goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1016,Goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1017,Goa,2019,2,Merchant payments,104592,92873008.6474504
1018,Goa,2019,2,Financial Services,1211,515859.8076807977
1019,Goa,2019,2,Others,10819,13325754.760758925
1020,Goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1021,Goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1022,Goa,2019,3,Merchant payments,150578,123948570.56857497
1023,Goa,2019,3,Financial Services,1510,1282344.8444824044
1024,Goa,2019,3,Others,11344,12515394.117688328
1025,Goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1026,Goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1027,Goa,2019,4,Merchant payments,250893,218404664.8638511
1028,Goa,2019,4,Financial Services,1497,649712.8451498008
1029,Goa,2019,4,Others,11733,14350825.325765317
1030,Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1031,Goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1032,Goa,2020,1,Merchant payments,373110,298421548.1046571
1033,Goa,2020,1,Financial Services,1762,1816477.5692472362
1034,Goa,2020,1,Others,11088,13707055.389155574
1035,Goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1036,Goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1037,Goa,2020,2,Merchant payments,221358,168591711.94693565
1038,Goa,2020,2,Financial Services,3081,3328361.317987765
1039,Goa,2020,2,Others,5710,3775927.611346662
1040,Goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1041,Goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1042,Goa,2020,3,Merchant payments,446880,353193881.4783259
1043,Goa,2020,3,Financial Services,4985,6418950.466847964
1044,Goa,2020,3,Others,7545,5112530.621144422
1045,Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1046,Goa,2020,4,Merchant payments,1389834,1123844212.5171819
1047,Goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1048,Goa,2020,4,Financial Services,7287,10386560.386677971
1049,Goa,2020,4,Others,14810,12846789.254236266
1050,Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1051,Goa,2021,1,Merchant payments,2195509,1768358976.7158575
1052,Goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1053,Goa,2021,1,Financial Services,8138,12207778.148638733
1054,Goa,2021,1,Others,11764,12687278.26183929
1055,Goa,2021,2,Merchant payments,1869384,1411529033.6650195
1056,Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1057,Goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1058,Goa,2021,2,Financial Services,8303,12371843.844825167
1059,Goa,2021,2,Others,12392,10115549.032816991
1060,Goa,2021,3,Merchant payments,2865625,2143135314.897931
1061,Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1062,Goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1063,Goa,2021,3,Financial Services,8337,12943224.07382146
1064,Goa,2021,3,Others,16145,12416377.597493527
1065,Goa,2021,4,Merchant payments,5474662,4384250602.937038
1066,Goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1067,Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1068,Goa,2021,4,Financial Services,11320,17101084.66037453
1069,Goa,2021,4,Others,23775,21819163.1997744
1070,Goa,2022,1,Merchant payments,6364271,4682000388.389215
1071,Goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1072,Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1073,Goa,2022,1,Financial Services,11677,17490493.19245399
1074,Goa,2022,1,Others,20699,20720407.595174044
1075,Goa,2022,2,Merchant payments,7812998,5736211013.6866455
1076,Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1077,Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1078,Goa,2022,2,Financial Services,10666,13192736.02810038
1079,Goa,2022,2,Others,15071,12525197.296362752
1080,Goa,2022,3,Merchant payments,7595135,5112175255.359402
1081,Goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1082,Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1083,Goa,2022,3,Financial Services,9992,12650738.420843877
1084,Goa,2022,3,Others,11683,11368868.03761505
1085,Goa,2022,4,Merchant payments,10319138,6739205748.43176
1086,Goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1087,Goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1088,Goa,2022,4,Financial Services,12147,15705663.126967767
1089,Goa,2022,4,Others,13151,13978544.178016864
1090,Goa,2023,1,Merchant payments,14273665,9074816758.0
1091,Goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1092,Goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1093,Goa,2023,1,Financial Services,16209,32648574.0
1094,Goa,2023,1,Others,17399,18019590.0
1095,Goa,2023,2,Merchant payments,15990744,10146039934.0
1096,Goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1097,Goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1098,Goa,2023,2,Financial Services,17352,25141843.0
1099,Goa,2023,2,Others,15635,15956760.0
1100,Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1101,Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1102,Gujarat,2018,1,Merchant payments,145436,166036667.57089135
1103,Gujarat,2018,1,Financial Services,122117,27986679.009713165
1104,Gujarat,2018,1,Others,250296,186165067.5737218
1105,Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1106,Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1107,Gujarat,2018,2,Merchant payments,275503,356984574.1205573
1108,Gujarat,2018,2,Financial Services,140704,38598263.22838031
1109,Gujarat,2018,2,Others,202928,185541007.527258
1110,Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1111,Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1112,Gujarat,2018,3,Merchant payments,573440,466209496.80151117
1113,Gujarat,2018,3,Financial Services,136468,24930605.607339725
1114,Gujarat,2018,3,Others,219873,164477497.1394802
1115,Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1116,Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1117,Gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1118,Gujarat,2018,4,Financial Services,133915,30699273.16507
1119,Gujarat,2018,4,Others,316405,207297005.69778407
1120,Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1121,Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1122,Gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1123,Gujarat,2019,1,Financial Services,114539,19581520.569400217
1124,Gujarat,2019,1,Others,323272,204585378.77191538
1125,Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1126,Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1127,Gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1128,Gujarat,2019,2,Financial Services,70502,17349813.389733132
1129,Gujarat,2019,2,Others,442607,271280936.6247084
1130,Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1131,Gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1132,Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1133,Gujarat,2019,3,Financial Services,78609,20507001.233050577
1134,Gujarat,2019,3,Others,482985,256386015.24681717
1135,Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1136,Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1137,Gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1138,Gujarat,2019,4,Financial Services,63498,20202767.26414788
1139,Gujarat,2019,4,Others,444434,194846362.42851496
1140,Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1141,Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1142,Gujarat,2020,1,Merchant payments,12191478,7210758662.281933
