,State,Year,Quarter,Pincode,Registered_users
4236,Madhya Pradesh,2021,1,455001,180488
4237,Madhya Pradesh,2021,1,452010,171754
4238,Madhya Pradesh,2021,1,462001,149137
4239,Madhya Pradesh,2021,1,457001,145248
4240,Madhya Pradesh,2021,1,482001,138100
4241,Madhya Pradesh,2021,1,480001,134163
4242,Madhya Pradesh,2021,1,474001,125599
4243,Madhya Pradesh,2021,1,485001,125104
4244,Madhya Pradesh,2021,2,482002,216522
4245,Madhya Pradesh,2021,2,452001,198059
4246,Madhya Pradesh,2021,2,455001,193208
4247,Madhya Pradesh,2021,2,452010,183345
4248,Madhya Pradesh,2021,2,462001,159236
4249,Madhya Pradesh,2021,2,457001,155865
4250,Madhya Pradesh,2021,2,482001,147363
4251,Madhya Pradesh,2021,2,480001,143414
4252,Madhya Pradesh,2021,2,474001,134469
4253,Madhya Pradesh,2021,2,485001,133879
4254,Madhya Pradesh,2021,3,482002,231582
4255,Madhya Pradesh,2021,3,452001,211664
4256,Madhya Pradesh,2021,3,455001,207599
4257,Madhya Pradesh,2021,3,452010,196173
4258,Madhya Pradesh,2021,3,462001,170393
4259,Madhya Pradesh,2021,3,457001,167859
4260,Madhya Pradesh,2021,3,482001,157536
4261,Madhya Pradesh,2021,3,480001,153878
4262,Madhya Pradesh,2021,3,474001,144518
4263,Madhya Pradesh,2021,3,485001,143700
4264,Madhya Pradesh,2021,4,482002,246911
4265,Madhya Pradesh,2021,4,452001,225433
4266,Madhya Pradesh,2021,4,455001,222066
4267,Madhya Pradesh,2021,4,452010,208931
4268,Madhya Pradesh,2021,4,462001,181784
4269,Madhya Pradesh,2021,4,457001,179603
4270,Madhya Pradesh,2021,4,482001,167796
4271,Madhya Pradesh,2021,4,480001,164329
4272,Madhya Pradesh,2021,4,474001,154609
4273,Madhya Pradesh,2021,4,485001,153628
4274,Madhya Pradesh,2022,1,482002,261115
4275,Madhya Pradesh,2022,1,452001,238296
4276,Madhya Pradesh,2022,1,455001,235768
4277,Madhya Pradesh,2022,1,452010,220888
4278,Madhya Pradesh,2022,1,462001,192336
4279,Madhya Pradesh,2022,1,457001,190837
4280,Madhya Pradesh,2022,1,482001,177586
4281,Madhya Pradesh,2022,1,480001,174161
4282,Madhya Pradesh,2022,1,474001,164039
4283,Madhya Pradesh,2022,1,485001,163020
4284,Madhya Pradesh,2022,2,482002,274815
4285,Madhya Pradesh,2022,2,452001,250461
4286,Madhya Pradesh,2022,2,455001,248656
4287,Madhya Pradesh,2022,2,452010,232223
4288,Madhya Pradesh,2022,2,462001,202395
4289,Madhya Pradesh,2022,2,457001,201497
4290,Madhya Pradesh,2022,2,482001,186815
4291,Madhya Pradesh,2022,2,480001,183624
4292,Madhya Pradesh,2022,2,474001,173002
4293,Madhya Pradesh,2022,2,485001,172044
4294,Madhya Pradesh,2022,3,482002,288913
4295,Madhya Pradesh,2022,3,452001,263235
4296,Madhya Pradesh,2022,3,455001,262081
4297,Madhya Pradesh,2022,3,452010,243950
4298,Madhya Pradesh,2022,3,462001,212978
4299,Madhya Pradesh,2022,3,457001,212433
4300,Madhya Pradesh,2022,3,482001,196282
4301,Madhya Pradesh,2022,3,480001,193259
4302,Madhya Pradesh,2022,3,474001,182361
4303,Madhya Pradesh,2022,3,485001,181296
4304,Madhya Pradesh,2022,4,482002,303133
4305,Madhya Pradesh,2022,4,452001,276072
4306,Madhya Pradesh,2022,4,455001,274876
4307,Madhya Pradesh,2022,4,452010,255626
4308,Madhya Pradesh,2022,4,462001,223606
4309,Madhya Pradesh,2022,4,457001,223077
4310,Madhya Pradesh,2022,4,482001,205810
4311,Madhya Pradesh,2022,4,480001,202602
4312,Madhya Pradesh,2022,4,474001,191690
4313,Madhya Pradesh,2022,4,485001,190477
4314,Madhya Pradesh,2023,1,482002,317133
4315,Madhya Pradesh,2023,1,452001,288286
4316,Madhya Pradesh,2023,1,455001,287746
4317,Madhya Pradesh,2023,1,452010,266938
4318,Madhya Pradesh,2023,1,462001,233726
4319,Madhya Pradesh,2023,1,457001,233495
4320,Madhya Pradesh,2023,1,482001,215070
4321,Madhya Pradesh,2023,1,480001,211859
4322,Madhya Pradesh,2023,1,474001,200550
4323,Madhya Pradesh,2023,1,485001,199604
4324,Madhya Pradesh,2023,2,482002,328764
4325,Madhya Pradesh,2023,2,455001,299405
4326,Madhya Pradesh,2023,2,452001,298290
4327,Madhya Pradesh,2023,2,452010,276442
4328,Madhya Pradesh,2023,2,457001,243148
4329,Madhya Pradesh,2023,2,462001,242442
4330,Madhya Pradesh,2023,2,482001,222664
4331,Madhya Pradesh,2023,2,480001,220177
4332,Madhya Pradesh,2023,2,474001,208417
4333,Madhya Pradesh,2023,2,485001,207361
4334,Maharashtra,2018,1,410501,55174
4335,Maharashtra,2018,1,411057,54638
4336,Maharashtra,2018,1,411033,53647
4337,Maharashtra,2018,1,411014,52495
4338,Maharashtra,2018,1,431003,49627
4339,Maharashtra,2018,1,421302,48926
4340,Maharashtra,2018,1,421201,46211
4341,Maharashtra,2018,1,410206,44726
4342,Maharashtra,2018,1,411041,41663
4343,Maharashtra,2018,1,411046,41385
4344,Maharashtra,2018,2,410501,72841
4345,Maharashtra,2018,2,411057,69458
4346,Maharashtra,2018,2,411033,68851
4347,Maharashtra,2018,2,411014,68126
4348,Maharashtra,2018,2,421302,68039
4349,Maharashtra,2018,2,431003,64163
4350,Maharashtra,2018,2,421201,62765
4351,Maharashtra,2018,2,410206,61067
4352,Maharashtra,2018,2,411046,54537
4353,Maharashtra,2018,2,411041,53923
4354,Maharashtra,2018,3,410501,91512
4355,Maharashtra,2018,3,421302,88889
4356,Maharashtra,2018,3,411057,84490
4357,Maharashtra,2018,3,411014,84300
4358,Maharashtra,2018,3,411033,82739
4359,Maharashtra,2018,3,421201,80013
4360,Maharashtra,2018,3,410206,77756
4361,Maharashtra,2018,3,431003,76860
4362,Maharashtra,2018,3,400072,67915
4363,Maharashtra,2018,3,411046,67300
4364,Maharashtra,2018,4,421302,130390
4365,Maharashtra,2018,4,410501,113676
4366,Maharashtra,2018,4,421201,106288
4367,Maharashtra,2018,4,411014,106132
4368,Maharashtra,2018,4,411057,103325
4369,Maharashtra,2018,4,410206,102393
4370,Maharashtra,2018,4,411033,102306
4371,Maharashtra,2018,4,431003,93461
4372,Maharashtra,2018,4,411028,88343
4373,Maharashtra,2018,4,400072,87905
4374,Maharashtra,2019,1,421302,164019
4375,Maharashtra,2019,1,410501,137359
4376,Maharashtra,2019,1,421201,133341
4377,Maharashtra,2019,1,410206,129314
4378,Maharashtra,2019,1,411014,126623
4379,Maharashtra,2019,1,411033,123678
4380,Maharashtra,2019,1,411057,120482
4381,Maharashtra,2019,1,431003,110778
4382,Maharashtra,2019,1,400072,105695
4383,Maharashtra,2019,1,411028,105603
4384,Maharashtra,2019,2,421302,190214
4385,Maharashtra,2019,2,410501,156028
4386,Maharashtra,2019,2,421201,153146
4387,Maharashtra,2019,2,410206,151268
4388,Maharashtra,2019,2,411014,143887
4389,Maharashtra,2019,2,411033,141507
4390,Maharashtra,2019,2,411057,134886
4391,Maharashtra,2019,2,431003,124330
4392,Maharashtra,2019,2,411046,122222
4393,Maharashtra,2019,2,411028,120199
4394,Maharashtra,2019,3,421302,217009
4395,Maharashtra,2019,3,410501,175465
4396,Maharashtra,2019,3,410206,172371
4397,Maharashtra,2019,3,421201,171833
4398,Maharashtra,2019,3,411014,160987
4399,Maharashtra,2019,3,411033,159530
4400,Maharashtra,2019,3,411057,149071
4401,Maharashtra,2019,3,411046,140288
4402,Maharashtra,2019,3,431003,139768
4403,Maharashtra,2019,3,411028,134946
4404,Maharashtra,2019,4,421302,243170
4405,Maharashtra,2019,4,410501,194467
4406,Maharashtra,2019,4,410206,190844
4407,Maharashtra,2019,4,421201,186756
4408,Maharashtra,2019,4,411014,174293
4409,Maharashtra,2019,4,411033,173559
4410,Maharashtra,2019,4,411057,159468
4411,Maharashtra,2019,4,411046,154739
4412,Maharashtra,2019,4,431003,154167
4413,Maharashtra,2019,4,411028,146715
4414,Maharashtra,2020,1,421302,270275
4415,Maharashtra,2020,1,410501,212525
4416,Maharashtra,2020,1,410206,208988
4417,Maharashtra,2020,1,421201,201500
4418,Maharashtra,2020,1,411014,186363
4419,Maharashtra,2020,1,411033,186165
4420,Maharashtra,2020,1,411046,168527
4421,Maharashtra,2020,1,411057,168309
4422,Maharashtra,2020,1,431003,166778
4423,Maharashtra,2020,1,411028,157439
4424,Maharashtra,2020,2,421302,298762
4425,Maharashtra,2020,2,410206,228984
4426,Maharashtra,2020,2,410501,227567
4427,Maharashtra,2020,2,421201,219871
4428,Maharashtra,2020,2,411033,196984
4429,Maharashtra,2020,2,411014,195723
4430,Maharashtra,2020,2,411046,180438
4431,Maharashtra,2020,2,431003,179082
4432,Maharashtra,2020,2,411057,174526
4433,Maharashtra,2020,2,421301,171283
4434,Maharashtra,2020,3,421302,328833
4435,Maharashtra,2020,3,410206,249631
4436,Maharashtra,2020,3,410501,246816
4437,Maharashtra,2020,3,421201,237605
4438,Maharashtra,2020,3,411033,210139
4439,Maharashtra,2020,3,411014,207577
4440,Maharashtra,2020,3,411046,194368
4441,Maharashtra,2020,3,431003,192623
4442,Maharashtra,2020,3,421301,186022
4443,Maharashtra,2020,3,411057,183054
4444,Maharashtra,2020,4,421302,365506
4445,Maharashtra,2020,4,410206,275019
4446,Maharashtra,2020,4,410501,272167
4447,Maharashtra,2020,4,421201,259489
4448,Maharashtra,2020,4,411033,226460
4449,Maharashtra,2020,4,411014,223378
4450,Maharashtra,2020,4,411046,211381
4451,Maharashtra,2020,4,431003,207632
4452,Maharashtra,2020,4,421301,203721
4453,Maharashtra,2020,4,400612,198677
4454,Maharashtra,2021,1,421302,396179
4455,Maharashtra,2021,1,410206,296340
4456,Maharashtra,2021,1,410501,294563
4457,Maharashtra,2021,1,421201,278568
4458,Maharashtra,2021,1,411033,242613
4459,Maharashtra,2021,1,411014,239079
4460,Maharashtra,2021,1,411046,227047
4461,Maharashtra,2021,1,431003,222366
4462,Maharashtra,2021,1,421301,219310
4463,Maharashtra,2021,1,400612,215326
4464,Maharashtra,2021,2,421302,424376
4465,Maharashtra,2021,2,410206,316643
4466,Maharashtra,2021,2,410501,314922
4467,Maharashtra,2021,2,421201,297460
4468,Maharashtra,2021,2,411033,258524
4469,Maharashtra,2021,2,411014,254412
4470,Maharashtra,2021,2,411046,241933
4471,Maharashtra,2021,2,431003,236990
4472,Maharashtra,2021,2,421301,234225
4473,Maharashtra,2021,2,400612,230486
4474,Maharashtra,2021,3,421302,456284
4475,Maharashtra,2021,3,410206,339230
4476,Maharashtra,2021,3,410501,338109
4477,Maharashtra,2021,3,421201,318461
4478,Maharashtra,2021,3,411033,276031
4479,Maharashtra,2021,3,411014,271372
4480,Maharashtra,2021,3,411046,258494
4481,Maharashtra,2021,3,431003,253190
4482,Maharashtra,2021,3,421301,250903
4483,Maharashtra,2021,3,400612,247336
4484,Maharashtra,2021,4,421302,488443
4485,Maharashtra,2021,4,410501,361651
4486,Maharashtra,2021,4,410206,361639
4487,Maharashtra,2021,4,421201,339622
4488,Maharashtra,2021,4,411033,293493
4489,Maharashtra,2021,4,411014,288386
4490,Maharashtra,2021,4,411046,275050
4491,Maharashtra,2021,4,431003,269570
4492,Maharashtra,2021,4,421301,267613
4493,Maharashtra,2021,4,400612,264454
4494,Maharashtra,2022,1,421302,518716
4495,Maharashtra,2022,1,410501,383878
4496,Maharashtra,2022,1,410206,382909
4497,Maharashtra,2022,1,421201,359195
4498,Maharashtra,2022,1,411033,309834
4499,Maharashtra,2022,1,411014,304204
4500,Maharashtra,2022,1,411046,290395
4501,Maharashtra,2022,1,431003,285232
4502,Maharashtra,2022,1,421301,283274
4503,Maharashtra,2022,1,400612,280349
4504,Maharashtra,2022,2,421302,547501
4505,Maharashtra,2022,2,410501,405030
4506,Maharashtra,2022,2,410206,402926
4507,Maharashtra,2022,2,421201,377989
4508,Maharashtra,2022,2,411033,325347
4509,Maharashtra,2022,2,411014,319102
4510,Maharashtra,2022,2,411046,304859
4511,Maharashtra,2022,2,431003,299893
4512,Maharashtra,2022,2,421301,298201
4513,Maharashtra,2022,2,400612,295518
4514,Maharashtra,2022,3,421302,577754
4515,Maharashtra,2022,3,410501,426978
4516,Maharashtra,2022,3,410206,423682
4517,Maharashtra,2022,3,421201,397304
4518,Maharashtra,2022,3,411033,341226
4519,Maharashtra,2022,3,411014,334370
4520,Maharashtra,2022,3,411046,319916
4521,Maharashtra,2022,3,431003,315106
4522,Maharashtra,2022,3,421301,313660
4523,Maharashtra,2022,3,400612,311391
4524,Maharashtra,2022,4,421302,608005
4525,Maharashtra,2022,4,410501,448917
4526,Maharashtra,2022,4,410206,443926
4527,Maharashtra,2022,4,421201,416996
4528,Maharashtra,2022,4,411033,357121
4529,Maharashtra,2022,4,411014,349702
4530,Maharashtra,2022,4,411046,335006
4531,Maharashtra,2022,4,431003,330549
4532,Maharashtra,2022,4,421301,329184
4533,Maharashtra,2022,4,400612,327401
4534,Maharashtra,2023,1,421302,636458
4535,Maharashtra,2023,1,410501,469695
4536,Maharashtra,2023,1,410206,463523
4537,Maharashtra,2023,1,421201,435681
4538,Maharashtra,2023,1,411033,372363
4539,Maharashtra,2023,1,411014,364299
4540,Maharashtra,2023,1,411046,349377
4541,Maharashtra,2023,1,431003,345051
4542,Maharashtra,2023,1,421301,343824
4543,Maharashtra,2023,1,400612,342471
4544,Maharashtra,2023,2,421302,662196
4545,Maharashtra,2023,2,410501,488059
4546,Maharashtra,2023,2,410206,480675
4547,Maharashtra,2023,2,421201,451655
4548,Maharashtra,2023,2,411033,384994
4549,Maharashtra,2023,2,411014,376210
4550,Maharashtra,2023,2,411046,361178
4551,Maharashtra,2023,2,431003,357173
4552,Maharashtra,2023,2,421301,356662
4553,Maharashtra,2023,2,400612,356058
4554,Manipur,2018,1,795004,5825
4555,Manipur,2018,1,795001,2063
4556,Manipur,2018,1,795138,1608
4557,Manipur,2018,1,795008,1230
4558,Manipur,2018,1,795133,1211
4559,Manipur,2018,1,795002,1189
4560,Manipur,2018,1,795130,1034
4561,Manipur,2018,1,795149,1034
4562,Manipur,2018,1,795009,970
4563,Manipur,2018,1,795010,948
4564,Manipur,2018,2,795004,8370
4565,Manipur,2018,2,795001,3001
4566,Manipur,2018,2,795138,2602
4567,Manipur,2018,2,795133,1893
4568,Manipur,2018,2,795130,1795
4569,Manipur,2018,2,795149,1775
4570,Manipur,2018,2,795008,1773
4571,Manipur,2018,2,795002,1728
4572,Manipur,2018,2,795148,1539
4573,Manipur,2018,2,795103,1516
4574,Manipur,2018,3,795004,10911
4575,Manipur,2018,3,795001,4101
4576,Manipur,2018,3,795138,3219
4577,Manipur,2018,3,795133,2534
4578,Manipur,2018,3,795002,2316
4579,Manipur,2018,3,795008,2279
4580,Manipur,2018,3,795103,2219
4581,Manipur,2018,3,795130,2128
4582,Manipur,2018,3,795149,2114
4583,Manipur,2018,3,795148,2056
4584,Manipur,2018,4,795004,14342
4585,Manipur,2018,4,795001,5526
4586,Manipur,2018,4,795138,4221
4587,Manipur,2018,4,795133,3508
4588,Manipur,2018,4,795002,3077
4589,Manipur,2018,4,795103,2985
4590,Manipur,2018,4,795008,2877
4591,Manipur,2018,4,795148,2734
4592,Manipur,2018,4,795149,2679
4593,Manipur,2018,4,795010,2549
4594,Manipur,2019,1,795004,16916
4595,Manipur,2019,1,795001,6562
4596,Manipur,2019,1,795138,4947
4597,Manipur,2019,1,795133,4247
4598,Manipur,2019,1,795002,3738
4599,Manipur,2019,1,795103,3612
4600,Manipur,2019,1,795008,3437
4601,Manipur,2019,1,795148,3259
4602,Manipur,2019,1,795149,3182
4603,Manipur,2019,1,795010,3025
4604,Manipur,2019,2,795004,19706
4605,Manipur,2019,2,795001,7662
4606,Manipur,2019,2,795138,5616
4607,Manipur,2019,2,795133,4966
4608,Manipur,2019,2,795002,4424
4609,Manipur,2019,2,795103,4265
4610,Manipur,2019,2,795008,3990
4611,Manipur,2019,2,795148,3777
4612,Manipur,2019,2,795149,3589
4613,Manipur,2019,2,795010,3558
4614,Manipur,2019,3,795004,22710
4615,Manipur,2019,3,795001,8963
4616,Manipur,2019,3,795138,6388
4617,Manipur,2019,3,795133,5752
4618,Manipur,2019,3,795002,5070
4619,Manipur,2019,3,795103,5001
4620,Manipur,2019,3,795008,4684
4621,Manipur,2019,3,795148,4254
4622,Manipur,2019,3,795010,4102
4623,Manipur,2019,3,795149,3974
4624,Manipur,2019,4,795004,25471
4625,Manipur,2019,4,795001,10002
4626,Manipur,2019,4,795138,7206
4627,Manipur,2019,4,795133,6672
4628,Manipur,2019,4,795103,5745
4629,Manipur,2019,4,795002,5696
4630,Manipur,2019,4,795008,5365
4631,Manipur,2019,4,795148,4925
4632,Manipur,2019,4,795010,4709
4633,Manipur,2019,4,795149,4512
4634,Manipur,2020,1,795004,28400
4635,Manipur,2020,1,795001,11267
4636,Manipur,2020,1,795138,8206
4637,Manipur,2020,1,795133,7649
4638,Manipur,2020,1,795103,6635
4639,Manipur,2020,1,795002,6376
4640,Manipur,2020,1,795008,6066
4641,Manipur,2020,1,795148,5614
4642,Manipur,2020,1,795010,5397
4643,Manipur,2020,1,795149,5197
4644,Manipur,2020,2,795004,32442
4645,Manipur,2020,2,795001,13115
4646,Manipur,2020,2,795138,10076
4647,Manipur,2020,2,795133,9675
4648,Manipur,2020,2,795103,8426
4649,Manipur,2020,2,795002,7522
4650,Manipur,2020,2,795008,7283
4651,Manipur,2020,2,795148,6862
4652,Manipur,2020,2,795149,6744
4653,Manipur,2020,2,795010,6572
4654,Manipur,2020,3,795004,37728
4655,Manipur,2020,3,795001,15470
4656,Manipur,2020,3,795138,12056
4657,Manipur,2020,3,795133,11530
4658,Manipur,2020,3,795103,10017
4659,Manipur,2020,3,795002,8812
4660,Manipur,2020,3,795008,8766
4661,Manipur,2020,3,795148,8207
4662,Manipur,2020,3,795149,8206
4663,Manipur,2020,3,795010,8105
4664,Manipur,2020,4,795004,41917
4665,Manipur,2020,4,795001,17273
4666,Manipur,2020,4,795138,13264
4667,Manipur,2020,4,795133,12893
4668,Manipur,2020,4,795103,11106
4669,Manipur,2020,4,795008,9845
4670,Manipur,2020,4,795002,9803
4671,Manipur,2020,4,795148,9237
4672,Manipur,2020,4,795149,9058
4673,Manipur,2020,4,795010,9055
4674,Manipur,2021,1,795004,45367
4675,Manipur,2021,1,795001,18706
4676,Manipur,2021,1,795138,14339
4677,Manipur,2021,1,795133,13896
4678,Manipur,2021,1,795103,12018
4679,Manipur,2021,1,795008,10659
4680,Manipur,2021,1,795002,10577
4681,Manipur,2021,1,795148,10038
4682,Manipur,2021,1,795010,9835
4683,Manipur,2021,1,795149,9752
4684,Manipur,2021,2,795004,48527
4685,Manipur,2021,2,795001,19987
4686,Manipur,2021,2,795138,15383
4687,Manipur,2021,2,795133,14912
4688,Manipur,2021,2,795103,12882
4689,Manipur,2021,2,795008,11401
4690,Manipur,2021,2,795002,11348
4691,Manipur,2021,2,795148,10740
4692,Manipur,2021,2,795010,10542
4693,Manipur,2021,2,795149,10473
4694,Manipur,2021,3,795004,52013
4695,Manipur,2021,3,795001,21440
4696,Manipur,2021,3,795138,16512
4697,Manipur,2021,3,795133,16112
4698,Manipur,2021,3,795103,13914
4699,Manipur,2021,3,795008,12242
4700,Manipur,2021,3,795002,12236
4701,Manipur,2021,3,795148,11534
4702,Manipur,2021,3,795010,11378
4703,Manipur,2021,3,795149,11323
4704,Manipur,2021,4,795004,55504
4705,Manipur,2021,4,795001,22870
4706,Manipur,2021,4,795138,17655
4707,Manipur,2021,4,795133,17290
4708,Manipur,2021,4,795103,14898
4709,Manipur,2021,4,795002,13103
4710,Manipur,2021,4,795008,13084
4711,Manipur,2021,4,795148,12351
4712,Manipur,2021,4,795010,12210
4713,Manipur,2021,4,795149,12180
4714,Manipur,2022,1,795004,58698
4715,Manipur,2022,1,795001,24200
4716,Manipur,2022,1,795138,18698
4717,Manipur,2022,1,795133,18416
4718,Manipur,2022,1,795103,15858
4719,Manipur,2022,1,795002,13936
4720,Manipur,2022,1,795008,13884
4721,Manipur,2022,1,795148,13156
4722,Manipur,2022,1,795010,12970
4723,Manipur,2022,1,795149,12932
4724,Manipur,2022,2,795004,61814
4725,Manipur,2022,2,795001,25501
4726,Manipur,2022,2,795138,19715
4727,Manipur,2022,2,795133,19429
4728,Manipur,2022,2,795103,16787
4729,Manipur,2022,2,795002,14709
4730,Manipur,2022,2,795008,14659
4731,Manipur,2022,2,795148,13885
4732,Manipur,2022,2,795010,13673
4733,Manipur,2022,2,795149,13652
4734,Manipur,2022,3,795004,65086
4735,Manipur,2022,3,795001,26851
4736,Manipur,2022,3,795138,20753
4737,Manipur,2022,3,795133,20419
4738,Manipur,2022,3,795103,17684
4739,Manipur,2022,3,795002,15491
4740,Manipur,2022,3,795008,15410
4741,Manipur,2022,3,795148,14636
4742,Manipur,2022,3,795149,14379
4743,Manipur,2022,3,795010,14377
4744,Manipur,2022,4,795004,68237
4745,Manipur,2022,4,795001,28149
4746,Manipur,2022,4,795138,21736
4747,Manipur,2022,4,795133,21231
4748,Manipur,2022,4,795103,18448
4749,Manipur,2022,4,795002,16213
4750,Manipur,2022,4,795008,16111
4751,Manipur,2022,4,795148,15321
4752,Manipur,2022,4,795149,15025
4753,Manipur,2022,4,795010,15009
4754,Manipur,2023,1,795004,71219
4755,Manipur,2023,1,795001,29381
4756,Manipur,2023,1,795138,22719
4757,Manipur,2023,1,795133,22153
4758,Manipur,2023,1,795103,19287
4759,Manipur,2023,1,795002,16940
4760,Manipur,2023,1,795008,16826
4761,Manipur,2023,1,795148,16007
4762,Manipur,2023,1,795149,15692
4763,Manipur,2023,1,795010,15662
4764,Manipur,2023,2,795004,73902
4765,Manipur,2023,2,795001,30512
4766,Manipur,2023,2,795138,23606
4767,Manipur,2023,2,795133,23177
4768,Manipur,2023,2,795103,20138
4769,Manipur,2023,2,795002,17664
4770,Manipur,2023,2,795008,17497
4771,Manipur,2023,2,795148,16688
4772,Manipur,2023,2,795010,16376
4773,Manipur,2023,2,795149,16351
4774,Meghalaya,2018,1,793001,2493
4775,Meghalaya,2018,1,793002,1386
4776,Meghalaya,2018,1,794001,1033
4777,Meghalaya,2018,1,793210,999
4778,Meghalaya,2018,1,793011,943
4779,Meghalaya,2018,1,793101,908
4780,Meghalaya,2018,1,794105,855
4781,Meghalaya,2018,1,794101,752
4782,Meghalaya,2018,1,793007,646
4783,Meghalaya,2018,1,793004,613
4784,Meghalaya,2018,2,793001,3410
4785,Meghalaya,2018,2,793002,1857
4786,Meghalaya,2018,2,793210,1430
4787,Meghalaya,2018,2,794001,1415
4788,Meghalaya,2018,2,793101,1379
4789,Meghalaya,2018,2,793011,1320
4790,Meghalaya,2018,2,794105,1233
4791,Meghalaya,2018,2,794101,1144
4792,Meghalaya,2018,2,793007,895
4793,Meghalaya,2018,2,793004,878
4794,Meghalaya,2018,3,793001,4591
4795,Meghalaya,2018,3,793002,2453
4796,Meghalaya,2018,3,794001,2006
4797,Meghalaya,2018,3,793210,1964
4798,Meghalaya,2018,3,793101,1851
4799,Meghalaya,2018,3,793011,1798
4800,Meghalaya,2018,3,794105,1690
4801,Meghalaya,2018,3,794101,1597
4802,Meghalaya,2018,3,794104,1242
4803,Meghalaya,2018,3,793007,1209
4804,Meghalaya,2018,4,793001,5880
4805,Meghalaya,2018,4,793002,3195
4806,Meghalaya,2018,4,794001,2785
4807,Meghalaya,2018,4,793101,2480
4808,Meghalaya,2018,4,793210,2438
4809,Meghalaya,2018,4,793011,2340
4810,Meghalaya,2018,4,794105,2307
4811,Meghalaya,2018,4,794101,2184
4812,Meghalaya,2018,4,794104,1774
4813,Meghalaya,2018,4,793004,1600
4814,Meghalaya,2019,1,793001,7108
4815,Meghalaya,2019,1,793002,4005
