,State,Year,Quarter,District,Count,Amount
3871,Gujarat,2021,2,porbandar district,227413,558446703.6568799
3872,Gujarat,2021,2,gandhinagar district,4552010,7835004938.194845
3873,Gujarat,2021,2,panch mahals district,1214442,2245183337.229858
3874,Gujarat,2021,2,narmada district,332174,534890391.66917926
3875,Gujarat,2021,2,gir somnath district,746122,1686621125.0672534
3876,Gujarat,2021,2,valsad district,3236626,5434041159.757242
3877,Gujarat,2021,2,mahisagar district,364905,744153750.2746319
3878,Gujarat,2021,2,sabar kantha district,1659480,3248644724.13906
3879,Gujarat,2021,2,tapi district,814911,1327829881.8383355
3880,Gujarat,2021,2,vadodara district,7847805,12902554421.650602
3881,Gujarat,2021,2,banas kantha district,3648428,8286069195.93278
3882,Gujarat,2021,2,amreli district,659562,1524494293.670391
3883,Gujarat,2021,2,ahmadabad district,44173046,79437951666.15146
3884,Gujarat,2021,2,dohad district,693945,1556292873.7368991
3885,Gujarat,2021,2,navsari district,1296111,2197674429.667848
3886,Gujarat,2021,2,patan district,1384484,2811156126.4368644
3887,Gujarat,2021,2,kachchh district,3268191,7040086478.344803
3888,Gujarat,2021,2,surendranagar district,1029627,2066433661.8066688
3889,Gujarat,2021,2,morbi district,1027658,2441470415.445466
3890,Gujarat,2021,3,anand district,2268123,3900508554.1397376
3891,Gujarat,2021,3,jamnagar district,1546406,2841962054.6034217
3892,Gujarat,2021,3,devbhumi dwarka district,418822,960353473.0403948
3893,Gujarat,2021,3,rajkot district,3586356,7726777654.637352
3894,Gujarat,2021,3,aravallis district,1072139,2034322149.7296264
3895,Gujarat,2021,3,chhotaudepur district,319271,611013838.0899625
3896,Gujarat,2021,3,botad district,775124,1847036989.381681
3897,Gujarat,2021,3,bharuch district,5280607,8322570348.519125
3898,Gujarat,2021,3,bhavnagar district,2001668,4470254984.23804
3899,Gujarat,2021,3,junagadh district,833587,1786079501.4768844
3900,Gujarat,2021,3,mahesana district,4085272,8371811502.22802
3901,Gujarat,2021,3,the dangs district,142421,220242754.8697721
3902,Gujarat,2021,3,kheda district,1748901,3172710752.9721527
3903,Gujarat,2021,3,surat district,21214459,40838608900.13971
3904,Gujarat,2021,3,porbandar district,275154,690810567.5533752
3905,Gujarat,2021,3,gandhinagar district,6318239,10546315790.961113
3906,Gujarat,2021,3,panch mahals district,1549556,2762752529.1230626
3907,Gujarat,2021,3,narmada district,446278,730606768.6161022
3908,Gujarat,2021,3,gir somnath district,912616,2047248878.9171567
3909,Gujarat,2021,3,valsad district,4434194,7173200940.388832
3910,Gujarat,2021,3,mahisagar district,442046,893324969.8932046
3911,Gujarat,2021,3,sabar kantha district,2129127,3945628260.6717844
3912,Gujarat,2021,3,tapi district,1010949,1621047025.5570326
3913,Gujarat,2021,3,vadodara district,10555446,16336422910.897554
3914,Gujarat,2021,3,banas kantha district,4877149,11302732744.859072
3915,Gujarat,2021,3,amreli district,880856,2030095872.7498639
3916,Gujarat,2021,3,ahmadabad district,58611265,101760598132.07088
3917,Gujarat,2021,3,dohad district,924227,1953033067.4008594
3918,Gujarat,2021,3,navsari district,1703437,2845342547.406067
3919,Gujarat,2021,3,patan district,1805160,3735782880.347761
3920,Gujarat,2021,3,kachchh district,4378602,9001941152.864368
3921,Gujarat,2021,3,surendranagar district,1292951,2671069363.2201557
3922,Gujarat,2021,3,morbi district,1407999,3472418252.020602
3923,Gujarat,2021,4,anand district,2754485,4901381738.859557
3924,Gujarat,2021,4,jamnagar district,1892202,3573928284.546256
3925,Gujarat,2021,4,devbhumi dwarka district,508824,1236361450.5936007
3926,Gujarat,2021,4,rajkot district,4398724,9808446763.924477
3927,Gujarat,2021,4,aravallis district,1389157,2813603551.6262503
3928,Gujarat,2021,4,chhotaudepur district,399985,776880205.8316607
3929,Gujarat,2021,4,botad district,981895,2347736165.7165422
3930,Gujarat,2021,4,bharuch district,6671068,10647007113.465914
3931,Gujarat,2021,4,bhavnagar district,2503192,5912161062.19894
3932,Gujarat,2021,4,junagadh district,1067289,2439626368.4466143
3933,Gujarat,2021,4,mahesana district,5022604,10719744656.891113
3934,Gujarat,2021,4,the dangs district,175673,266936831.3250107
3935,Gujarat,2021,4,kheda district,2115182,3982871287.806916
3936,Gujarat,2021,4,surat district,26358525,51244301661.33562
3937,Gujarat,2021,4,porbandar district,334768,922030259.8507378
3938,Gujarat,2021,4,gandhinagar district,7658806,13063535935.917791
3939,Gujarat,2021,4,panch mahals district,1950412,3527540820.947919
3940,Gujarat,2021,4,narmada district,547754,905726392.7486008
3941,Gujarat,2021,4,gir somnath district,1171670,2747773641.937811
3942,Gujarat,2021,4,valsad district,5798487,9554286592.777279
3943,Gujarat,2021,4,mahisagar district,559971,1204459443.933492
3944,Gujarat,2021,4,sabar kantha district,2653416,5247467974.524677
3945,Gujarat,2021,4,tapi district,1283905,2146758330.3483467
3946,Gujarat,2021,4,vadodara district,12675332,20051547592.844345
3947,Gujarat,2021,4,banas kantha district,6396725,14662295530.137415
3948,Gujarat,2021,4,amreli district,1108699,2596504411.041504
3949,Gujarat,2021,4,ahmadabad district,70075885,124559345468.31937
3950,Gujarat,2021,4,dohad district,1212646,2565405628.4936953
3951,Gujarat,2021,4,navsari district,2220944,3782948232.168639
3952,Gujarat,2021,4,patan district,2293931,4836124445.336521
3953,Gujarat,2021,4,kachchh district,5470337,11281039516.16741
3954,Gujarat,2021,4,surendranagar district,1571774,3524100667.2871084
3955,Gujarat,2021,4,morbi district,1763058,4532702026.275787
3956,Gujarat,2022,1,anand district,3048076,5515844713.90881
3957,Gujarat,2022,1,jamnagar district,2155185,3995387220.064081
3958,Gujarat,2022,1,devbhumi dwarka district,577554,1393188002.3646598
3959,Gujarat,2022,1,rajkot district,5044420,11183107357.249798
3960,Gujarat,2022,1,aravallis district,1603295,3245867369.8418803
3961,Gujarat,2022,1,chhotaudepur district,469160,961037555.5333877
3962,Gujarat,2022,1,botad district,1089654,2529006396.9082165
3963,Gujarat,2022,1,bharuch district,7704075,12142511077.777298
3964,Gujarat,2022,1,bhavnagar district,2733486,6507151536.779606
3965,Gujarat,2022,1,junagadh district,1159000,2632740612.928868
3966,Gujarat,2022,1,mahesana district,5772191,12148997855.252472
3967,Gujarat,2022,1,the dangs district,199292,319930741.7016173
3968,Gujarat,2022,1,kheda district,2392631,4653031406.32455
3969,Gujarat,2022,1,surat district,31199368,60384509134.17688
3970,Gujarat,2022,1,porbandar district,368108,1041885112.1535248
3971,Gujarat,2022,1,gandhinagar district,8605006,14673670632.364445
3972,Gujarat,2022,1,panch mahals district,2317566,4354464949.808912
3973,Gujarat,2022,1,narmada district,590661,1028206703.2216127
3974,Gujarat,2022,1,gir somnath district,1311753,3149910594.0697384
3975,Gujarat,2022,1,valsad district,6673719,11065186874.369562
3976,Gujarat,2022,1,mahisagar district,634329,1400068532.0580125
3977,Gujarat,2022,1,sabar kantha district,3018096,5899494954.572109
3978,Gujarat,2022,1,tapi district,1479525,2625677244.2605915
3979,Gujarat,2022,1,vadodara district,14343830,22232541228.698692
3980,Gujarat,2022,1,banas kantha district,7973644,18279879154.011223
3981,Gujarat,2022,1,amreli district,1139593,2619535836.606331
3982,Gujarat,2022,1,ahmadabad district,79952986,140746136456.2987
3983,Gujarat,2022,1,dohad district,1492215,3303671729.6961093
3984,Gujarat,2022,1,navsari district,2558811,4448236738.077925
3985,Gujarat,2022,1,patan district,2676329,5505990582.930806
3986,Gujarat,2022,1,kachchh district,6493295,13234467234.409916
3987,Gujarat,2022,1,surendranagar district,1770045,4155739566.6631675
3988,Gujarat,2022,1,morbi district,2000248,5171017148.465556
3989,Gujarat,2022,2,anand district,3366969,5980713686.880918
3990,Gujarat,2022,2,jamnagar district,2577307,4428726322.515411
3991,Gujarat,2022,2,devbhumi dwarka district,699907,1553973410.0873568
3992,Gujarat,2022,2,rajkot district,6063252,12629937169.82262
3993,Gujarat,2022,2,aravallis district,1985375,3936343254.1726723
3994,Gujarat,2022,2,chhotaudepur district,554481,1118837886.278185
3995,Gujarat,2022,2,botad district,1319494,2481012650.813588
3996,Gujarat,2022,2,bharuch district,8898927,13524403306.877403
3997,Gujarat,2022,2,bhavnagar district,3280598,7203081678.4895935
3998,Gujarat,2022,2,junagadh district,1303634,2870016919.846751
3999,Gujarat,2022,2,mahesana district,6831581,13686497405.843655
4000,Gujarat,2022,2,the dangs district,242942,386904516.30286825
4001,Gujarat,2022,2,kheda district,2804743,5136552729.090972
4002,Gujarat,2022,2,surat district,37371820,68525386888.44026
4003,Gujarat,2022,2,porbandar district,451806,1247309372.061276
4004,Gujarat,2022,2,gandhinagar district,10158506,16650584409.353096
4005,Gujarat,2022,2,panch mahals district,2768107,4913162124.983287
4006,Gujarat,2022,2,narmada district,728214,1199594621.9613156
4007,Gujarat,2022,2,gir somnath district,1593762,3597900918.795203
4008,Gujarat,2022,2,valsad district,8033358,12554813235.04937
4009,Gujarat,2022,2,mahisagar district,787617,1679677472.3282216
4010,Gujarat,2022,2,sabar kantha district,3593785,6977672565.899878
4011,Gujarat,2022,2,tapi district,1783511,3029292345.32784
4012,Gujarat,2022,2,vadodara district,16566055,24927078678.274376
4013,Gujarat,2022,2,banas kantha district,9732655,20605533611.378273
4014,Gujarat,2022,2,amreli district,1320163,2813019600.3597517
4015,Gujarat,2022,2,ahmadabad district,96453555,161506106645.9494
4016,Gujarat,2022,2,dohad district,1809814,3896428797.800151
4017,Gujarat,2022,2,navsari district,3327016,5310124254.046915
4018,Gujarat,2022,2,patan district,3116746,6276857246.360606
4019,Gujarat,2022,2,kachchh district,7934471,15334005512.230762
4020,Gujarat,2022,2,surendranagar district,2087742,4713415151.499961
4021,Gujarat,2022,2,morbi district,2504883,6103036587.724854
4022,Gujarat,2022,3,anand district,3910410,6469350595.472251
4023,Gujarat,2022,3,jamnagar district,3714625,5733544044.074508
4024,Gujarat,2022,3,devbhumi dwarka district,918151,1779143512.572445
4025,Gujarat,2022,3,rajkot district,8053297,15206611341.200827
4026,Gujarat,2022,3,aravallis district,2236769,3920741952.595134
4027,Gujarat,2022,3,chhotaudepur district,545300,995504884.7700689
4028,Gujarat,2022,3,botad district,1433437,2591773863.872061
4029,Gujarat,2022,3,bharuch district,11270803,15949022077.719542
4030,Gujarat,2022,3,bhavnagar district,4568839,9041452290.515198
4031,Gujarat,2022,3,junagadh district,1537367,3043926124.6742277
4032,Gujarat,2022,3,mahesana district,6403784,12429803356.66823
4033,Gujarat,2022,3,the dangs district,254111,381893547.7480219
4034,Gujarat,2022,3,kheda district,3591066,5933588857.8341465
4035,Gujarat,2022,3,surat district,46500453,78304481289.11215
4036,Gujarat,2022,3,porbandar district,578802,1357830610.5275652
4037,Gujarat,2022,3,gandhinagar district,10879868,17098915693.48831
4038,Gujarat,2022,3,panch mahals district,2823294,4508411917.771397
4039,Gujarat,2022,3,narmada district,723343,1114771648.905864
4040,Gujarat,2022,3,gir somnath district,1406104,3027458849.11908
4041,Gujarat,2022,3,valsad district,9633288,13905599408.86188
4042,Gujarat,2022,3,mahisagar district,1122900,1986607331.6766155
4043,Gujarat,2022,3,sabar kantha district,3760015,6565494234.606799
4044,Gujarat,2022,3,tapi district,1473584,2258710020.370042
4045,Gujarat,2022,3,vadodara district,23318716,32733106034.525204
4046,Gujarat,2022,3,banas kantha district,11035119,22401495021.82648
4047,Gujarat,2022,3,amreli district,1325138,2656525026.780618
4048,Gujarat,2022,3,ahmadabad district,117574996,184255244712.72232
4049,Gujarat,2022,3,dohad district,2182542,3862273582.1736565
4050,Gujarat,2022,3,navsari district,2421727,3829182729.863163
4051,Gujarat,2022,3,patan district,3407916,6332131544.324939
4052,Gujarat,2022,3,kachchh district,9375781,16533683640.305622
4053,Gujarat,2022,3,surendranagar district,2522750,5153708091.863037
4054,Gujarat,2022,3,morbi district,2735437,6075514370.909432
4055,Gujarat,2022,4,anand district,4351503,7433779371.016341
4056,Gujarat,2022,4,jamnagar district,4945374,7625464587.433752
4057,Gujarat,2022,4,devbhumi dwarka district,910863,1848097499.2814002
4058,Gujarat,2022,4,rajkot district,9260831,17834314868.93695
4059,Gujarat,2022,4,aravallis district,2532438,4651225998.251141
4060,Gujarat,2022,4,chhotaudepur district,640222,1199597589.6415567
4061,Gujarat,2022,4,botad district,1634212,3051272765.4072547
4062,Gujarat,2022,4,bharuch district,15879527,22486941029.828552
4063,Gujarat,2022,4,bhavnagar district,5089277,10905403197.73602
4064,Gujarat,2022,4,junagadh district,2532155,4948034874.389366
4065,Gujarat,2022,4,mahesana district,7160396,14173625244.242264
4066,Gujarat,2022,4,the dangs district,317748,463583958.8647848
4067,Gujarat,2022,4,kheda district,3509944,6102744146.658854
4068,Gujarat,2022,4,surat district,52037142,85923991746.92255
4069,Gujarat,2022,4,porbandar district,615650,1513924726.4532723
4070,Gujarat,2022,4,gandhinagar district,12010565,19015449813.738018
4071,Gujarat,2022,4,panch mahals district,3308022,5455257544.003246
4072,Gujarat,2022,4,narmada district,846033,1308463852.7294803
4073,Gujarat,2022,4,gir somnath district,1671989,3731133998.415558
4074,Gujarat,2022,4,valsad district,11103340,15842261457.57137
4075,Gujarat,2022,4,mahisagar district,1619162,2861334019.0561805
4076,Gujarat,2022,4,sabar kantha district,4958012,8965673462.522814
4077,Gujarat,2022,4,tapi district,1635320,2610910573.8709135
4078,Gujarat,2022,4,vadodara district,20968443,30304178848.49663
4079,Gujarat,2022,4,banas kantha district,12352158,25179922289.863693
4080,Gujarat,2022,4,amreli district,1619039,3343832001.6098003
4081,Gujarat,2022,4,ahmadabad district,133174553,212037117715.34885
4082,Gujarat,2022,4,dohad district,2608983,4807410074.584564
4083,Gujarat,2022,4,navsari district,2509503,4046502522.5835347
4084,Gujarat,2022,4,patan district,3819745,7472645579.49339
4085,Gujarat,2022,4,kachchh district,9617702,17113433243.309341
4086,Gujarat,2022,4,surendranagar district,2537495,5716407620.510841
4087,Gujarat,2022,4,morbi district,3378672,7944369113.768206
4088,Gujarat,2023,1,anand district,5397666,9009210736.0
4089,Gujarat,2023,1,jamnagar district,4756337,7167434719.0
4090,Gujarat,2023,1,devbhumi dwarka district,1415994,2752477571.0
4091,Gujarat,2023,1,rajkot district,10331784,19918564828.0
4092,Gujarat,2023,1,aravallis district,4030723,6867703665.0
4093,Gujarat,2023,1,chhotaudepur district,1063601,1949399026.0
4094,Gujarat,2023,1,botad district,2614974,4334114751.0
4095,Gujarat,2023,1,bharuch district,17611455,23420620380.0
4096,Gujarat,2023,1,bhavnagar district,5891467,12426320689.0
4097,Gujarat,2023,1,junagadh district,2103076,4380773447.0
4098,Gujarat,2023,1,mahesana district,11768050,21693083051.0
4099,Gujarat,2023,1,the dangs district,525483,743925303.0
4100,Gujarat,2023,1,kheda district,5309300,8871328725.0
4101,Gujarat,2023,1,surat district,59319420,95572900783.0
4102,Gujarat,2023,1,porbandar district,781192,2010358003.0
4103,Gujarat,2023,1,gandhinagar district,19462874,28898357911.0
4104,Gujarat,2023,1,panch mahals district,4382750,6885930879.0
4105,Gujarat,2023,1,narmada district,1331119,2006640636.0
4106,Gujarat,2023,1,gir somnath district,2525075,5400719200.0
4107,Gujarat,2023,1,valsad district,15422170,21497483690.0
4108,Gujarat,2023,1,mahisagar district,1662680,3003221233.0
4109,Gujarat,2023,1,sabar kantha district,7019623,11873701987.0
4110,Gujarat,2023,1,tapi district,2629964,4183517799.0
4111,Gujarat,2023,1,vadodara district,25446746,33703262986.0
4112,Gujarat,2023,1,banas kantha district,20363171,39328998688.0
4113,Gujarat,2023,1,amreli district,2349744,4616129601.0
4114,Gujarat,2023,1,ahmadabad district,88124113,144675922269.0
4115,Gujarat,2023,1,dohad district,4195072,7548858403.0
4116,Gujarat,2023,1,navsari district,4107219,6361291325.0
4117,Gujarat,2023,1,patan district,6352036,11479571861.0
4118,Gujarat,2023,1,kachchh district,15804575,26116703929.0
4119,Gujarat,2023,1,surendranagar district,3921552,8632632976.0
4120,Gujarat,2023,1,morbi district,4490321,10495027756.0
4121,Gujarat,2023,2,anand district,5851772,9203602342.0
4122,Gujarat,2023,2,jamnagar district,5521568,7701542445.0
4123,Gujarat,2023,2,devbhumi dwarka district,1524055,2754024478.0
4124,Gujarat,2023,2,rajkot district,11886801,21473977466.0
